Taxon	Status	MinAge	MaxAge	Site
Tetralophodon_longirostris	extinct	11.2	12.85	1306
Gomphotherium_angustidens	extinct	11.2	12.85	1312
Anancus_arvernensis	extinct	11.2	12.85	1331
Deinotherium_giganteum	extinct	11.2	12.85	1331
Zygolophodon_turicensis	extinct	11.2	12.85	1331
Choerolophodon_pentelici	extinct	11.2	12.85	1392
Protanancus_chinjiensis	extinct	11.2	12.85	1462
Gomphotherium_angustidens	extinct	11.2	12.85	1489
Gomphotherium_angustidens	extinct	11.2	12.85	1490
Platybelodon_grangeri	extinct	11.2	12.85	1508
Platybelodon_grangeri	extinct	11.2	12.85	1509
Platybelodon_grangeri	extinct	11.2	12.85	1510
Platybelodon_grangeri	extinct	11.2	12.85	1511
Platybelodon_grangeri	extinct	11.2	12.85	1512
Platybelodon_grangeri	extinct	11.2	12.85	1513
Miomastodon_gobiensis	extinct	11.2	12.85	1514
Platybelodon_grangeri	extinct	11.2	12.85	1515
Miomastodon_gobiensis	extinct	11.2	12.85	1516
Platybelodon_grangeri	extinct	11.2	12.85	1516
Platybelodon_grangeri	extinct	11.2	12.85	1517
Deinotherium_giganteum	extinct	11.2	12.85	1519
Prodeinotherium_bavaricum	extinct	11.2	12.85	148
Prodeinotherium_pentapotamiae	extinct	11.2	12.85	352
Prodeinotherium_bavaricum	extinct	9.5	12.85	407
Prodeinotherium_bavaricum	extinct	11.2	12.85	576
Prodeinotherium_bavaricum	extinct	11.2	12.85	1275
Prodeinotherium_bavaricum	extinct	11.2	12.85	1276
Gomphotherium_angustidens	extinct	11.2	12.85	1575
Deinotherium_giganteum	extinct	8.2	12.85	1609
Tetralophodon_longirostris	extinct	8.2	12.85	1609
Deinotherium_giganteum	extinct	11.2	12.85	268
Gomphotherium_tassyi	extinct	11.1	12.85	1659
Eubelodon_morrilli	extinct	12.1	12.5	243
Megabelodon_lulli	extinct	12.1	12.5	243
Miomastodon_gobiensis	extinct	11.2	12.5	443
Tetralophodon_xiaolongtanensis	extinct	11.2	12.5	670
Zygolophodon_chinjiensis	extinct	11.2	12.5	670
Platybelodon_grangeri	extinct	11.2	12.5	795
Gomphotherium_subtapiroideum	extinct	11.2	12.5	796
Platybelodon_grangeri	extinct	11.2	12.5	796
Gomphotherium_wimani	extinct	11.2	12.5	800
Gomphotherium_wimani	extinct	11.2	12.5	964
Gomphotherium_wimani	extinct	11.2	12.5	965
Gomphotherium_productum	extinct	10.3	12.4	106
Gomphotherium_productum	extinct	10.3	12.4	189
Gomphotherium_productum	extinct	10.3	12.4	202
Gomphotherium_productum	extinct	10.3	12.4	933
Torynobelodon_barnumbrowni	extinct	10.3	12.4	1147
Gomphotherium_productum	extinct	10.3	12.4	1199
Gomphotherium_productum	extinct	10.3	12.4	1230
Gomphotherium_productum	extinct	10.3	12.4	1233
Gomphotherium_productum	extinct	10.3	12.4	1496
Serbelodon_barbourensis	extinct	10.3	12.4	1621
Tetralophodon_longirostris	extinct	11.5	12.2	969
Eubelodon_morrilli	extinct	10.1	12.1	244
Pediolophodon_campester	extinct	9	12.1	245
Pediolophodon_campester	extinct	10.1	12.1	250
Gnathabelodon_buckneri	extinct	10.1	12.1	540
Megabelodon_minor	extinct	10.1	12.1	541
Pediolophodon_campester	extinct	10.1	12.1	1416
Deinotherium_giganteum	extinct	11.434	11.852	129
Choerolophodon_ngorora	extinct	7.25	11.63	1024
Choerolophodon_ngorora	extinct	7.25	11.63	1026
Prodeinotherium_hobleyi	extinct	7.25	11.63	1317
Choerolophodon_corrugatus	extinct	7	11.62	1660
Deinotherium_giganteum	extinct	7.1	11.5	77
Deinotherium_giganteum	extinct	7.1	11.5	153
Deinotherium_giganteum	extinct	7.1	11.5	405
Deinotherium_giganteum	extinct	7.1	11.5	410
Deinotherium_giganteum	extinct	7.1	11.5	429
Deinotherium_giganteum	extinct	7.1	11.5	591
Deinotherium_giganteum	extinct	7.1	11.5	662
Deinotherium_giganteum	extinct	7.1	11.5	903
Deinotherium_giganteum	extinct	7.1	11.5	1102
Deinotherium_giganteum	extinct	7.1	11.5	1179
Deinotherium_giganteum	extinct	7.1	11.5	1320
Deinotherium_giganteum	extinct	7.1	11.5	1592
Prodeinotherium_bavaricum	extinct	7.1	11.5	1465
Deinotherium_giganteum	extinct	7.1	11.5	1603
Prodeinotherium_bavaricum	extinct	7.1	11.5	1605
Deinotherium_giganteum	extinct	7.1	11.5	1612
Konobelodon_robustus	extinct	9.7	11.5	547
Choerolophodon_pentelici	extinct	7.1	11.2	27
Choerolophodon_pentelici	extinct	8.2	11.2	28
Gomphotherium_angustidens	extinct	9.5	11.2	81
Platybelodon_danovi	extinct	9.5	11.2	81
Tetralophodon_longirostris	extinct	9.5	11.2	98
Deinotherium_giganteum	extinct	9.5	11.2	100
Tetralophodon_longirostris	extinct	9.5	11.2	100
Gomphotherium_angustidens	extinct	9.5	11.2	154
Tetralophodon_longirostris	extinct	9.5	11.2	154
Zygolophodon_turicensis	extinct	9.5	11.2	154
Deinotherium_giganteum	extinct	9.5	11.2	175
Deinotherium_giganteum	extinct	9.5	11.2	186
Tetralophodon_longirostris	extinct	9.5	11.2	186
Deinotherium_giganteum	extinct	9.5	11.2	216
Deinotherium_giganteum	extinct	9.5	11.2	279
Tetralophodon_longirostris	extinct	9.5	11.2	279
Deinotherium_giganteum	extinct	9.5	11.2	374
Tetralophodon_longirostris	extinct	9.5	11.2	374
Zygolophodon_turicensis	extinct	9.5	11.2	374
Deinotherium_giganteum	extinct	9.5	11.2	375
Tetralophodon_longirostris	extinct	9.5	11.2	395
Deinotherium_giganteum	extinct	9.5	11.2	430
Tetralophodon_longirostris	extinct	9.5	11.2	430
Zygolophodon_turicensis	extinct	10.1	11.2	431
Deinotherium_giganteum	extinct	9.5	11.2	435
Tetralophodon_longirostris	extinct	9.5	11.2	435
Zygolophodon_turicensis	extinct	9.5	11.2	435
Tetralophodon_longirostris	extinct	9.5	11.2	436
Deinotherium_giganteum	extinct	9.5	11.2	438
Deinotherium_giganteum	extinct	9.5	11.2	481
Deinotherium_giganteum	extinct	9.5	11.2	491
Gomphotherium_angustidens	extinct	9.5	11.2	491
Zygolophodon_turicensis	extinct	9.5	11.2	491
Paratetralophodon_exoletus	extinct	9.5	11.2	548
Deinotherium_giganteum	extinct	9.5	11.2	589
Gomphotherium_steinheimense	extinct	9.5	11.2	589
Deinotherium_giganteum	extinct	9.5	11.2	607
Choerolophodon_pentelici	extinct	9	11.2	629
Deinotherium_giganteum	extinct	9.5	11.2	638
Choerolophodon_pentelici	extinct	9.5	11.2	677
Deinotherium_giganteum	extinct	9.5	11.2	677
Deinotherium_giganteum	extinct	9.5	11.2	711
Zygolophodon_turicensis	extinct	9.5	11.2	754
Gomphotherium_angustidens	extinct	9	11.2	762
Deinotherium_giganteum	extinct	9.5	11.2	782
Tetralophodon_longirostris	extinct	9.5	11.2	782
Deinotherium_giganteum	extinct	9	11.2	783
Paratetralophodon_exoletus	extinct	9	11.2	797
Paratetralophodon_exoletus	extinct	9	11.2	798
Paratetralophodon_exoletus	extinct	9	11.2	799
Zygolophodon_turicensis	extinct	9.5	11.2	805
Tetralophodon_longirostris	extinct	9.5	11.2	935
Deinotherium_giganteum	extinct	9.5	11.2	968
Zygolophodon_turicensis	extinct	9.5	11.2	972
Tetralophodon_longirostris	extinct	9	11.2	976
Deinotherium_giganteum	extinct	9.5	11.2	1019
Tetralophodon_longirostris	extinct	9.5	11.2	1035
Deinotherium_giganteum	extinct	9.5	11.2	1068
Choerolophodon_pentelici	extinct	9	11.2	1130
Tetralophodon_longirostris	extinct	9.5	11.2	1155
Tetralophodon_longirostris	extinct	9.5	11.2	1154
Deinotherium_giganteum	extinct	9	11.2	1305
Tetralophodon_longirostris	extinct	9	11.2	1305
Deinotherium_giganteum	extinct	9.5	11.2	1310
Gomphotherium_angustidens	extinct	9.5	11.2	1310
Choerolophodon_anatolicus	extinct	9	11.2	1376
Choerolophodon_anatolicus	extinct	9	11.2	1378
Deinotherium_giganteum	extinct	9.5	11.2	1432
Tetralophodon_longirostris	extinct	9.5	11.2	1432
Gomphotherium_angustidens	extinct	9.5	11.2	1461
Tetralophodon_longirostris	extinct	9.5	11.2	1461
Choerolophodon_pentelici	extinct	7.1	11.2	1476
Tetralophodon_longirostris	extinct	9.5	11.2	1495
Choerolophodon_pentelici	extinct	9.5	11.2	1561
Deinotherium_giganteum	extinct	9.5	11.2	1580
Gomphotherium_subtapiroideum	extinct	9.5	11.2	1587
Zygolophodon_turicensis	extinct	9.5	11.2	1587
Deinotherium_giganteum	extinct	9.5	11.2	1596
Tetralophodon_longirostris	extinct	9.5	11.2	1596
Deinotherium_giganteum	extinct	9	11.2	1600
Deinotherium_giganteum	extinct	9	11.2	1601
Tetralophodon_longirostris	extinct	9	11.2	1602
Prodeinotherium_bavaricum	extinct	9.5	11.2	491
Paratetralophodon_exoletus	extinct	9.5	11.2	1617
Choerolophodon_pentelici	extinct	7.1	11.2	1632
Prodeinotherium_bavaricum	extinct	9.5	11.2	1068
Miomastodon_proavus	extinct	10.65	11.2	1653
Platybelodon_grangeri	extinct	9.5	11.2	1657
Deinotherium_giganteum	extinct	9	11.2	1661
Konobelodon_robustus	extinct	9.5	11.2	1656
Deinotherium_giganteum	extinct	10.94	10.989	1036
Tetralophodon_longirostris	extinct	10.94	10.989	1036
Deinotherium_giganteum	extinct	9.5	10.35	1242
Tetralophodon_longirostris	extinct	9.5	10.35	1242
Platybelodon_danovi	extinct	9	10.1	1096
Stegolophodon_latidens	extinct	9	10	633
Stegolophodon_stegodontoides	extinct	6	10	634
Deinotherium_bozasi	extinct	9.7	9.9	1010
Choerolophodon_pentelici	extinct	7.1	9.88	417
Deinotherium_giganteum	extinct	7.1	9.88	417
Choerolophodon_anatolicus	extinct	9.428	9.735	1375
Deinotherium_giganteum	extinct	9.491	9.592	214
Tetralophodon_longirostris	extinct	9.491	9.592	214
Deinotherium_giganteum	extinct	8.538	9.55	1527
Deinotherium_giganteum	extinct	9	9.5	217
Tetralophodon_longirostris	extinct	9	9.5	217
Tetralophodon_longirostris	extinct	9	9.5	267
Choerolophodon_pentelici	extinct	7.1	9.5	300
Deinotherium_giganteum	extinct	7.1	9.5	300
Choerolophodon_pentelici	extinct	9	9.5	415
Deinotherium_giganteum	extinct	9	9.5	415
Tetralophodon_longirostris	extinct	9	9.5	415
Deinotherium_giganteum	extinct	9	9.5	511
Tetralophodon_longirostris	extinct	9	9.5	511
Paratetralophodon_exoletus	extinct	9	9.5	585
Choerolophodon_ngorora	extinct	9	9.5	1287
Deinotherium_bozasi	extinct	9	9.5	1287
Tetralophodon_longirostris	extinct	9	9.5	776
Tetralophodon_longirostris	extinct	9	9.5	779
Deinotherium_giganteum	extinct	9	9.5	986
Choerolophodon_pentelici	extinct	8.2	9.5	1046
Tetralophodon_longirostris	extinct	8.2	9.5	1046
Deinotherium_giganteum	extinct	9	9.5	1093
Tetralophodon_longirostris	extinct	9	9.5	1093
Tetralophodon_longirostris	extinct	9	9.5	1152
Choerolophodon_pentelici	extinct	9	9.5	1212
Deinotherium_giganteum	extinct	9	9.5	1220
Tetralophodon_longirostris	extinct	9	9.5	1319
Deinotherium_giganteum	extinct	9	9.5	1391
Tetralophodon_longirostris	extinct	9	9.5	1391
Zygolophodon_turicensis	extinct	9	9.5	1391
Deinotherium_giganteum	extinct	9	9.5	1430
Deinotherium_giganteum	extinct	9	9.5	1457
Tetralophodon_longirostris	extinct	9	9.5	1457
Choerolophodon_pentelici	extinct	9	9.5	1479
Choerolophodon_anatolicus	extinct	9	9.5	1636
Deinotherium_giganteum	extinct	9	9.5	1636
Konobelodon_atticus	extinct	9	9.5	1636
Tetralophodon_longirostris	extinct	9	9.5	1636
Gomphotherium_productum	extinct	9	9.5	1524
Konobelodon_robustus	extinct	9	9.5	605
Tetralophodon_euryrostris	extinct	9	9.5	828
Konobelodon_robustus	extinct	9	9.5	1030
Konobelodon_robustus	extinct	9	9.5	1108
Konobelodon_robustus	extinct	9	9.5	1337
Konobelodon_robustus	extinct	9	9.5	1354
Konobelodon_robustus	extinct	9	9.5	1370
Choerolophodon_pentelici	extinct	9.428	9.491	1620
Deinotherium_giganteum	extinct	9.149	9.428	781
Tetralophodon_longirostris	extinct	9.149	9.428	781
Choerolophodon_anatolicus	extinct	9.149	9.428	1379
Choerolophodon_pentelici	extinct	9.069	9.149	1211
Choerolophodon_anatolicus	extinct	9.069	9.149	1377
Deinotherium_giganteum	extinct	9.069	9.149	1377
Choerolophodon_pentelici	extinct	8.2	9	124
Choerolophodon_pentelici	extinct	7.1	9	132
Rhynchotherium_tlascalae	extinct	7.6	9	240
Rhynchotherium_tlascalae	extinct	7.6	9	241
Torynobelodon_loomisi	extinct	4.9	9	247
Amebelodon_floridanus	extinct	7.6	9	251
Gnathabelodon_thorpei	extinct	7.6	9	251
Choerolophodon_pentelici	extinct	7.1	9	320
Deinotherium_giganteum	extinct	8.2	9	339
Tetralophodon_longirostris	extinct	8.2	9	339
Anancus_lehmanni	extinct	8.2	9	385
Tetralophodon_longirostris	extinct	8.2	9	385
Deinotherium_giganteum	extinct	8.2	9	412
Tetralophodon_longirostris	extinct	8.075	9	416
Choerolophodon_pentelici	extinct	8.2	9	424
Choerolophodon_pentelici	extinct	8.2	9	489
Anancus_sinensis	extinct	5.3	9	523
Konobelodon_britti	extinct	7.6	9	524
Amebelodon_floridanus	extinct	7.6	9	525
Amebelodon_floridanus	extinct	6.8	9	527
Choerolophodon_pentelici	extinct	7.1	9	570
Paratetralophodon_hasnotensis	extinct	5.3	9	608
Choerolophodon_pentelici	extinct	8.2	9	628
Choerolophodon_pentelici	extinct	5.3	9	698
Deinotherium_proavum	extinct	8.2	9	703
Choerolophodon_pentelici	extinct	7.1	9	708
Tetralophodon_longirostris	extinct	7.1	9	710
Choerolophodon_pentelici	extinct	8.2	9	728
Deinotherium_giganteum	extinct	8.2	9	729
Choerolophodon_pentelici	extinct	8.2	9	752
Choerolophodon_pentelici	extinct	7.1	9	911
Deinotherium_giganteum	extinct	7.1	9	911
Tetralophodon_longirostris	extinct	5.3	9	939
Mammut_borsoni	extinct	5.3	9	993
Choerolophodon_pentelici	extinct	8.2	9	1027
Amebelodon_fricki	extinct	7.6	9	1044
Deinotherium_giganteum	extinct	7.1	9	1048
Tetralophodon_longirostris	extinct	7.1	9	1048
Zygolophodon_turicensis	extinct	7.1	9	1048
Deinotherium_giganteum	extinct	8.2	9	1137
Tetralophodon_longirostris	extinct	8.2	9	1137
Tetralophodon_longirostris	extinct	8.2	9	1189
Choerolophodon_pentelici	extinct	7.1	9	1193
Choerolophodon_pentelici	extinct	5.3	9	1210
Choerolophodon_pentelici	extinct	8.2	9	1213
Zygolophodon_turicensis	extinct	8.2	9	1213
Choerolophodon_pentelici	extinct	5.3	9	1262
Stegotetrabelodon_syrticus	extinct	5.3	9	1263
Choerolophodon_pentelici	extinct	8.2	9	1267
Paratetralophodon_hasnotensis	extinct	5.3	9	1384
Amebelodon_fricki	extinct	7.6	9	1413
Gomphotherium_wimani	extinct	5.3	9	1638
Paratetralophodon_exoletus	extinct	5.3	9	1638
Prodeinotherium_bavaricum	extinct	8.2	9	679
Deinotherium_proavum	extinct	8.2	9	385
Sinomammut_tobieni	extinct	5.3	9	1627
Choerolophodon_pentelici	extinct	8.16	8.96	870
Deinotherium_giganteum	extinct	8.529	8.861	1526
Deinotherium_giganteum	extinct	7.1	8.2	5
Choerolophodon_pentelici	extinct	7.1	8.2	29
Konobelodon_atticus	extinct	7.1	8.2	29
Anancus_lehmanni	extinct	7.1	8.2	47
Deinotherium_proavum	extinct	7.1	8.2	125
Mammut_borsoni	extinct	7.1	8.2	125
Tetralophodon_longirostris	extinct	7.1	8.2	125
Konobelodon_atticus	extinct	7.1	8.2	134
Stegotetrabelodon_syrticus	extinct	7.1	8.2	134
Anancus_lehmanni	extinct	7.1	8.2	266
Deinotherium_giganteum	extinct	7.1	8.2	266
Tetralophodon_longirostris	extinct	7.1	8.2	266
Zygolophodon_turicensis	extinct	7.1	8.2	266
Deinotherium_giganteum	extinct	7.1	8.2	293
Mammut_borsoni	extinct	7.1	8.2	293
Tetralophodon_longirostris	extinct	7.1	8.2	293
Zygolophodon_turicensis	extinct	7.1	8.2	293
Choerolophodon_pentelici	extinct	7.1	8.2	301
Anancus_lehmanni	extinct	7.1	8.2	318
Tetralophodon_longirostris	extinct	7.1	8.2	318
Zygolophodon_turicensis	extinct	7.1	8.2	318
Zygolophodon_turicensis	extinct	7.1	8.2	317
Deinotherium_giganteum	extinct	7.1	8.2	337
Tetralophodon_longirostris	extinct	7.1	8.2	338
Choerolophodon_pentelici	extinct	7.1	8.2	398
Deinotherium_giganteum	extinct	7.1	8.2	398
Choerolophodon_pentelici	extinct	7.1	8.2	544
Choerolophodon_pentelici	extinct	7.1	8.2	543
Mammut_borsoni	extinct	7.1	8.2	549
Mammut_borsoni	extinct	7.1	8.2	553
Choerolophodon_pentelici	extinct	7.1	8.2	558
Deinotherium_proavum	extinct	7.1	8.2	558
Stegotetrabelodon_syrticus	extinct	5.3	8.2	559
Deinotherium_giganteum	extinct	7.1	8.2	647
Stegotetrabelodon_syrticus	extinct	5.3	8.2	654
Stegotetrabelodon_syrticus	extinct	5.3	8.2	712
Mammut_borsoni	extinct	7.1	8.2	722
Gomphotherium_angustidens	extinct	7.1	8.2	807
Tetralophodon_longirostris	extinct	7.1	8.2	860
Miomastodon_gobiensis	extinct	7.1	8.2	875
Paratetralophodon_exoletus	extinct	7.1	8.2	875
Tetralophodon_longirostris	extinct	7.1	8.2	919
Choerolophodon_pentelici	extinct	7.1	8.2	1139
Deinotherium_proavum	extinct	7.1	8.2	1139
Konobelodon_atticus	extinct	7.1	8.2	1139
Zygolophodon_turicensis	extinct	7.1	8.2	1139
Choerolophodon_pentelici	extinct	7.1	8.2	1140
Deinotherium_proavum	extinct	7.1	8.2	1140
Konobelodon_atticus	extinct	7.1	8.2	1140
Zygolophodon_turicensis	extinct	7.1	8.2	1140
Deinotherium_giganteum	extinct	5.3	8.2	1153
Choerolophodon_pentelici	extinct	7.1	8.2	1177
Stegotetrabelodon_syrticus	extinct	5.3	8.2	1207
Choerolophodon_pentelici	extinct	7.1	8.2	1214
Choerolophodon_pentelici	extinct	5.3	8.2	1299
Stegotetrabelodon_syrticus	extinct	5.3	8.2	1365
Deinotherium_giganteum	extinct	7.1	8.2	1443
Tetralophodon_longirostris	extinct	7.1	8.2	1443
Zygolophodon_turicensis	extinct	7.1	8.2	1443
Choerolophodon_pentelici	extinct	5.3	8.2	1480
Choerolophodon_pentelici	extinct	7.1	8.2	1562
Choerolophodon_pentelici	extinct	7.1	8.2	1563
Choerolophodon_pentelici	extinct	7.9	8.16	952
Choerolophodon_pentelici	extinct	7.4	7.9	909
Choerolophodon_pentelici	extinct	7.4	7.9	910
Choerolophodon_pentelici	extinct	7.4	7.9	1532
Deinotherium_giganteum	extinct	7.4	7.9	1532
Choerolophodon_pentelici	extinct	6.7	7.8	1291
Zygolophodon_turicensis	extinct	6.7	7.8	1291
Amebelodon_fricki	extinct	6.8	7.6	246
Torynobelodon_loomisi	extinct	6.8	7.6	253
Amebelodon_floridanus	extinct	6.8	7.6	259
Amebelodon_fricki	extinct	6.8	7.6	259
Konobelodon_britti	extinct	6.8	7.6	526
Torynobelodon_loomisi	extinct	6.8	7.6	528
Konobelodon_britti	extinct	6.8	7.6	1403
Amebelodon_fricki	extinct	6.8	7.6	1417
Anancus_kenyensis	extinct	6.54	7.44	871
Deinotherium_bozasi	extinct	6.54	7.44	871
Primelephas_korotorensis	extinct	6.54	7.44	871
Deinotherium_giganteum	extinct	6.48	7.44	1192
Tetralophodon_longirostris	extinct	6.48	7.44	1192
Stegotetrabelodon_orbus	extinct	6.54	7.44	864
Stegodon_zdanskyi	extinct	5.3	7.2	1619
Choerolophodon_pentelici	extinct	6.9	7.2	1288
Deinotherium_proavum	extinct	6.9	7.2	1288
Choerolophodon_pentelici	extinct	6.9	7.2	1290
Deinotherium_proavum	extinct	6.9	7.2	1290
Konobelodon_atticus	extinct	6.9	7.2	1290
Mammut_obliquelophus	extinct	6.9	7.2	1290
Choerolophodon_pentelici	extinct	6.9	7.2	1289
Zygolophodon_turicensis	extinct	6.9	7.2	1289
Zygolophodon_turicensis	extinct	6.9	7.2	1005
Choerolophodon_pentelici	extinct	6.9	7.2	1006
Anancus_kenyensis	extinct	5.3	7.1	39
Mammuthus_subplanifrons	extinct	5.3	7.1	39
Stegodon_kaisensis	extinct	5.3	7.1	39
Stegodon_kaisensis	extinct	5.3	7.1	40
Primelephas_korotorensis	extinct	5.3	7.1	42
Konobelodon_atticus	extinct	5.3	7.1	55
Deinotherium_giganteum	extinct	5.3	7.1	76
Mammut_borsoni	extinct	5.3	7.1	76
Tetralophodon_longirostris	extinct	5.3	7.1	87
Mammut_obliquelophus	extinct	5.3	7.1	87
Choerolophodon_pentelici	extinct	5.3	7.1	399
Choerolophodon_pentelici	extinct	5.3	7.1	400
Choerolophodon_pentelici	extinct	5.3	7.1	401
Mammut_obliquelophus	extinct	5.3	7.1	510
Anancus_arvernensis	extinct	4.2	7.1	557
Anancus_kenyensis	extinct	2.6	7.1	599
Deinotherium_giganteum	extinct	5.4	7.1	748
Mammut_borsoni	extinct	5.4	7.1	748
Tetralophodon_longirostris	extinct	5.3	7.1	806
Mammut_obliquelophus	extinct	5.3	7.1	806
Choerolophodon_pentelici	extinct	4.2	7.1	912
Mammut_obliquelophus	extinct	5.3	7.1	941
Paratetralophodon_exoletus	extinct	5.3	7.1	1109
Paratetralophodon_exoletus	extinct	5.3	7.1	1110
Mammut_obliquelophus	extinct	5.3	7.1	1111
Konobelodon_cyrenaicus	extinct	5.3	7.1	1269
Stegotetrabelodon_syrticus	extinct	5.3	7.1	1269
Stegolophodon_stegodontoides	extinct	5.3	7.1	1463
Anancus_arvernensis	extinct	5.3	7.1	1565
Mammut_borsoni	extinct	5.3	7.1	1565
Anancus_arvernensis	extinct	5.3	7.1	1566
Anancus_osiris	extinct	5.3	7.1	1584
Deinotherium_bozasi	extinct	5.3	7.1	1584
Anancus_petrocchii	extinct	5.3	7.1	1269
Choerolophodon_pentelici	extinct	7	7	111
Deinotherium_giganteum	extinct	7	7	111
Konobelodon_atticus	extinct	7	7	111
Anancus_kenyensis	extinct	6	7	998
Stegodon_kaisensis	extinct	6	7	998
Anancus_lehmanni	extinct	7	7	111
Konobelodon_britti	extinct	5.9	6.8	252
Rhynchotherium_tlascalae	extinct	5.9	6.8	1411
Konobelodon_britti	extinct	5.9	6.8	1414
Anancus_kenyensis	extinct	5.3	6.54	1533
Deinotherium_bozasi	extinct	5.3	6.54	1533
Primelephas_korotorensis	extinct	5.3	6.54	1533
Stegotetrabelodon_orbus	extinct	5.3	6.54	866
Sinomastodon_praeintermedius	extinct	6	6.5	1355
Stegodibelodon_schneideri	extinct	5.2	6.48	949
Primelephas_korotorensis	extinct	5.6	6.3	14
Anancus_kenyensis	extinct	5.6	6.3	94
Primelephas_korotorensis	extinct	5.6	6.3	94
Anancus_kenyensis	extinct	5.6	6.2	878
Primelephas_korotorensis	extinct	5.6	6.2	878
Anancus_kenyensis	extinct	5.6	6.2	876
Primelephas_korotorensis	extinct	5.6	6.2	876
Stegotetrabelodon_orbus	extinct	5.6	6.2	877
Loxodonta_cookei	extinct	5.6	6.2	1506
Anancus_kenyensis	extinct	6.04	6.108	818
Anancus_kenyensis	extinct	6	6.1	819
Rhynchotherium_tlascalae	extinct	4.9	5.9	206
Amebelodon_floridanus	extinct	4.9	5.9	529
Rhynchotherium_tlascalae	extinct	4.9	5.9	529
Rhynchotherium_tlascalae	extinct	4.9	5.9	1041
Anancus_kenyensis	extinct	5.7	5.7	38
Deinotherium_bozasi	extinct	5.7	5.7	38
Primelephas_korotorensis	extinct	5.7	5.7	38
Deinotherium_bozasi	extinct	5.7	5.7	95
Anancus_kenyensis	extinct	5.7	5.7	163
Anancus_kenyensis	extinct	5.7	5.7	372
Anancus_kenyensis	extinct	5.2	5.6	757
Deinotherium_bozasi	extinct	5.2	5.6	757
Primelephas_korotorensis	extinct	5.2	5.6	757
Deinotherium_bozasi	extinct	5.54	5.6	1277
Primelephas_korotorensis	extinct	5.54	5.6	1277
Stegotetrabelodon_orbus	extinct	5.2	5.6	950
Stegotetrabelodon_orbus	extinct	5.54	5.6	951
Anancus_kenyensis	extinct	5	5.5	905
Primelephas_korotorensis	extinct	5	5.5	905
Deinotherium_bozasi	extinct	5	5.5	906
Mammut_borsoni	extinct	3.5	5.33	53
Deinotherium_bozasi	extinct	3.6	5.33	41
Loxodonta_exoptata	extinct	3.6	5.33	41
Stegodon_kaisensis	extinct	3.6	5.33	41
Anancus_kenyensis	extinct	3.6	5.33	482
Deinotherium_bozasi	extinct	3.6	5.33	484
Anancus_osiris	extinct	3.6	5.33	731
Primelephas_korotorensis	extinct	3.6	5.33	731
Primelephas_korotorensis	extinct	3.6	5.33	694
Mammuthus_africanavus	extinct	3.6	5.33	745
Primelephas_korotorensis	extinct	3.6	5.33	745
Loxodonta_exoptata	extinct	3.6	5.33	1002
Mammut_borsoni	extinct	2.6	5.33	143
Anancus_arvernensis	extinct	2.6	5.33	402
Mammut_borsoni	extinct	2.6	5.33	402
Anancus_arvernensis	extinct	2.6	5.33	444
Mammut_borsoni	extinct	2.6	5.33	444
Mammut_borsoni	extinct	4.42	5.33	505
Stegodon_elephantoides	extinct	2.6	5.33	550
Mammut_borsoni	extinct	4.42	5.33	747
Mammut_borsoni	extinct	4.42	5.33	750
Anancus_osiris	extinct	2.6	5.33	942
Mammut_borsoni	extinct	2.6	5.33	942
Anancus_kenyensis	extinct	3.36	5.33	122
Deinotherium_bozasi	extinct	2.6	5.33	123
Anancus_kenyensis	extinct	2.6	5.33	684
Deinotherium_bozasi	extinct	2.6	5.33	684
Primelephas_korotorensis	extinct	2.6	5.33	684
Deinotherium_bozasi	extinct	2.6	5.33	685
Deinotherium_bozasi	extinct	2.6	5.33	686
Anancus_kenyensis	extinct	2.6	5.33	687
Deinotherium_bozasi	extinct	2.6	5.33	687
Anancus_ultimus	extinct	2.6	5.33	751
Elephas_ekorensis	extinct	2.6	5.33	751
Loxodonta_adaurora	extinct	2.6	5.33	751
Mammut_borsoni	extinct	2.6	5.33	1050
Mammut_borsoni	extinct	2.6	5.33	1133
Mammut_borsoni	extinct	2.6	5.33	1136
Mammut_borsoni	extinct	4.42	5.33	1149
Mammut_borsoni	extinct	3.5	5.33	1219
Mammut_borsoni	extinct	4.42	5.33	1351
Anancus_arvernensis	extinct	2.6	5.33	1423
Mammut_borsoni	extinct	2.6	5.33	1423
Mammut_borsoni	extinct	2.6	5.33	1425
Mammut_borsoni	extinct	4.42	5.33	1477
Mammut_borsoni	extinct	2.6	5.33	1536
Mammut_borsoni	extinct	4.42	5.33	1655
Mammuthus_subplanifrons	extinct	3.6	5.33	1550
Stegodibelodon_schneideri	extinct	3.6	5.33	731
Sinomastodon_sendaicus	extinct	4.5	5.33	726
Anancus_arvernensis	extinct	4.2	5.3	44
Anancus_arvernensis	extinct	4.2	5.3	45
Anancus_arvernensis	extinct	4.2	5.3	239
Anancus_arvernensis	extinct	4.2	5.3	384
Mammut_borsoni	extinct	4.2	5.3	384
Anancus_arvernensis	extinct	4.2	5.3	504
Anancus_arvernensis	extinct	4.2	5.3	506
Anancus_ultimus	extinct	4.2	5.3	732
Stegodon_kaisensis	extinct	4.2	5.3	732
Deinotherium_bozasi	extinct	4.2	5.3	79
Elephas_ekorensis	extinct	4.2	5.3	79
Anancus_kenyensis	extinct	4.2	5.3	743
Primelephas_korotorensis	extinct	4.2	5.3	743
Stegodon_kaisensis	extinct	4.2	5.3	743
